Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion;Regimen
Piso en Zaidín, Granada;690;2 hab.;85 m²;granada;zaidin;zaidin;No;Bajo exterior con ascensor;Alquiler
Ático en Zaidín, Granada;900;3 hab.;70 m²;granada;zaidin;zaidin;No;Planta 6ª exterior con ascensor;Alquiler
Chalet adosado en Zaidín, Granada;750;3 hab.;100 m²;granada;zaidin;zaidin;No;No tiene;Alquiler
Piso en avenida Pablo Picasso, 1, Zaidín, Granada;800;3 hab.;80 m²;granada;zaidin;zaidin;No;Bajo exterior sin ascensor;Alquiler
Piso en avenida Barcelona, 18, Zaidín, Granada;700;3 hab.;140 m²;granada;zaidin;zaidin;No;Planta 9ª exterior con ascensor;Alquiler
Piso en Zaidín, Granada;850;3 hab.;96 m²;granada;zaidin;zaidin;Garaje incluido;Bajo exterior con ascensor;Alquiler
Piso en calle Covadonga, 6, Zaidín, Granada;800;3 hab.;70 m²;granada;zaidin;zaidin;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Zaidín, Granada;900;3 hab.;90 m²;granada;zaidin;zaidin;No;Planta 1ª ;Alquiler
Piso en calle Margarita Xirgu, Zaidín, Granada;650;2 hab.;70 m²;granada;zaidin;zaidin;No;Planta 1ª exterior sin ascensor;Alquiler
Piso en avenida cadiz, 70, Zaidín, Granada;980;4 hab.;104 m²;granada;zaidin;zaidin;No;Planta 2ª exterior con ascensor;Alquiler
Piso en avenida Don Bosco, 1, Zaidín, Granada;800;3 hab.;95 m²;granada;zaidin;zaidin;No;Planta 5ª interior con ascensor;Alquiler
Piso en calle Padre Francisco Palau y Quer, Zaidín, Granada;650;1 hab.;52 m²;granada;zaidin;zaidin;No; exterior sin ascensor;Alquiler
Piso en avenida Pablo Picasso, 18, Zaidín, Granada;625;2 hab.;75 m²;granada;zaidin;zaidin;No;Planta 3ª exterior sin ascensor;Alquiler
Piso en Zaidín, Granada;650;1 hab.;65 m²;granada;zaidin;zaidin;No;Planta 1ª exterior con ascensor;Alquiler
Piso en avenida Don Bosco, 29, Zaidín, Granada;720;3 hab.;100 m²;granada;zaidin;zaidin;No;Planta 4ª exterior con ascensor;Alquiler
Piso en Zaidín, Granada;625;2 hab.;70 m²;granada;zaidin;zaidin;No;Bajo exterior con ascensor;Alquiler
Piso en calle Félix Rodríguez de la Fuente, 27, Zaidín, Granada;750;2 hab.;85 m²;granada;zaidin;zaidin;Garaje opc. 50 €/mes;Planta 4ª exterior con ascensor;Alquiler
Piso en Zaidín, Granada;750;3 hab.;85 m²;granada;zaidin;zaidin;Garaje opc. 65 €/mes;Planta 7ª exterior con ascensor;Alquiler
Piso en calle Fontiveros, Zaidín, Granada;900;3 hab.;90 m²;granada;zaidin;zaidin;No;Planta 2ª exterior con ascensor;Alquiler
Piso en avenida de Dílar, Zaidín, Granada;1000;2 hab.;82 m²;granada;zaidin;zaidin;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle Felix Rodriguez de la Fue, Zaidín, Granada;750;2 hab.;77 m²;granada;zaidin;zaidin;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Fontiveros, Zaidín, Granada;900;3 hab.;90 m²;granada;zaidin;zaidin;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Milán, Zaidín, Granada;800;3 hab.;81 m²;granada;zaidin;zaidin;No;Planta 4ª exterior con ascensor;Alquiler
Piso en Pintor Ismael de la Serna, s/n, Zaidín, Granada;750;3 hab.;85 m²;granada;zaidin;zaidin;No;Planta 7ª exterior con ascensor;Alquiler
Piso en calle Parque de las Ciencias, Zaidín, Granada;800;3 hab.;73 m²;granada;zaidin;zaidin;Garaje incluido;Planta 2ª exterior sin ascensor;Alquiler
Piso en Zaidín, Granada;750;2 hab.;100 m²;granada;zaidin;zaidin;No;Planta 4ª exterior sin ascensor;Alquiler
Piso en calle Poeta Gracián, 9, Zaidín, Granada;690;3 hab.;80 m²;granada;zaidin;zaidin;No;Planta 1ª exterior sin ascensor;Alquiler
Piso en avenida de Dílar, 19, Zaidín, Granada;1000;2 hab.;82 m²;granada;zaidin;zaidin;No;Planta 5ª exterior con ascensor;Alquiler
Piso en avenida de Dílar, s/n, Zaidín, Granada;750;3 hab.;80 m²;granada;zaidin;zaidin;No;Planta 4ª exterior sin ascensor;Alquiler
Ático en Zaidín, Granada;650;3 hab.;81 m²;granada;zaidin;zaidin;No;Planta 5ª exterior sin ascensor;Alquiler
Piso en calle Fontiveros, 46, Zaidín, Granada;900;3 hab.;85 m²;granada;zaidin;zaidin;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Sicilia, 2, Zaidín, Granada;900;3 hab.;100 m²;granada;zaidin;zaidin;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle Sicilia, Zaidín, Granada;900;3 hab.;100 m²;granada;zaidin;zaidin;No;Planta 1ª exterior con ascensor;Alquiler
Piso en avenida de Dílar, Zaidín, Granada;600;2 hab.;55 m²;granada;zaidin;zaidin;No;Planta 4ª exterior sin ascensor;Alquiler
Piso en plaza Virgen de la Luz, 1, Zaidín, Granada;725;2 hab.;82 m²;granada;zaidin;zaidin;Garaje incluido;Planta 5ª exterior con ascensor;Alquiler
Piso en calle Escultor López Azaústre, Zaidín, Granada;1100;4 hab.;107 m²;granada;zaidin;zaidin;Garaje incluido;Planta 5ª exterior con ascensor;Alquiler
Piso en Zaidín, Granada;750;3 hab.;85 m²;granada;zaidin;zaidin;No;Planta 7ª exterior con ascensor;Alquiler
Piso en avenida Don Bosco, s/n, Zaidín, Granada;800;3 hab.;95 m²;granada;zaidin;zaidin;No;Planta 5ª exterior con ascensor;Alquiler
