Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion;Regimen
Piso en calle Refino, El Ejido, Málaga;1500;1 hab.;65 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Carrera de Capuchinos, El Ejido, Málaga;800;1 hab.;40 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Carrera de Capuchinos, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Piso en calle Hurtado, El Ejido, Málaga;950;1 hab.;51 m²;malaga;centro;el-ejido;No;Bajo exterior con ascensor;Alquiler
Piso en calle San Millán, El Ejido, Málaga;1130;1 hab.;30 m²;malaga;centro;el-ejido;No;Planta 10ª exterior con ascensor;Alquiler
Piso en calle Carrión, El Ejido, Málaga;1550;3 hab.;105 m²;malaga;centro;el-ejido;No; exterior con ascensor;Alquiler
Piso en Carrera de Capuchinos, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Piso en Los Negros, El Ejido, Málaga;1000;1 hab.;45 m²;malaga;centro;el-ejido;Garaje opc. 120 €/mes;Planta 4ª interior con ascensor;Alquiler
Piso en calle Zaragoza, El Ejido, Málaga;1000;2 hab.;70 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Carrera Capuchinos, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Carrera Capuchinos, 3, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Miguel Bueno Lara, 8, El Ejido, Málaga;1100;1 hab.;44 m²;malaga;centro;el-ejido;Garaje incluido;Planta 2ª interior con ascensor;Alquiler
Piso en El Ejido, Málaga;870;3 hab.;80 m²;malaga;centro;el-ejido;No;Planta 1ª exterior sin ascensor;Alquiler
Piso en calle Miguel Bueno Lara, El Ejido, Málaga;850;1 hab.;50 m²;malaga;centro;el-ejido;No;Planta 3ª interior con ascensor;Alquiler
Estudio en calle Capuchinos, 16, El Ejido, Málaga;1500;no definido;35 m²;malaga;centro;el-ejido;No;Bajo exterior sin ascensor;Alquiler
Piso en calle los Negros, 5, El Ejido, Málaga;880;1 hab.;34 m²;malaga;centro;el-ejido;No;Bajo interior sin ascensor;Alquiler
Piso en El Ejido, Málaga;1500;3 hab.;115 m²;malaga;centro;el-ejido;Garaje opc. 100 €/mes;Planta 3ª exterior con ascensor;Alquiler
Piso en El Ejido, Málaga;1350;3 hab.;85 m²;malaga;centro;el-ejido;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle paco miranda, 13, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;No;Planta 4ª exterior con ascensor;Alquiler
Piso en El Ejido, Málaga;1300;1 hab.;60 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en El Ejido, Málaga;850;1 hab.;50 m²;malaga;centro;el-ejido;No;Bajo exterior sin ascensor;Alquiler
Piso en calle los Negros, 5, El Ejido, Málaga;1500;4 hab.;120 m²;malaga;centro;el-ejido;No;Planta 3ª exterior con ascensor;Alquiler
Piso en plaza Lex Flavia Malacitana, 12, El Ejido, Málaga;1300;2 hab.;60 m²;malaga;centro;el-ejido;No;Entreplanta interior con ascensor;Alquiler
Piso en El Ejido, Málaga;950;1 hab.;40 m²;malaga;centro;el-ejido;No;Bajo exterior con ascensor;Alquiler
Piso en calle Carrión, Málaga, s/n, El Ejido, Málaga;995;1 hab.;50 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Refino, El Ejido, Málaga;1500;1 hab.;65 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Carrera de Capuchinos, El Ejido, Málaga;800;1 hab.;40 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Carrera de Capuchinos, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Piso en calle Hurtado, El Ejido, Málaga;950;1 hab.;51 m²;malaga;centro;el-ejido;No;Bajo exterior con ascensor;Alquiler
Piso en calle Carrión, El Ejido, Málaga;1550;3 hab.;105 m²;malaga;centro;el-ejido;No; exterior con ascensor;Alquiler
Piso en calle San Millán, El Ejido, Málaga;1130;1 hab.;30 m²;malaga;centro;el-ejido;No;Planta 10ª exterior con ascensor;Alquiler
Piso en Carrera de Capuchinos, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Piso en Los Negros, El Ejido, Málaga;1000;1 hab.;45 m²;malaga;centro;el-ejido;Garaje opc. 120 €/mes;Planta 4ª interior con ascensor;Alquiler
Piso en calle Zaragoza, El Ejido, Málaga;1000;2 hab.;70 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Carrera Capuchinos, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Carrera Capuchinos, 3, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Miguel Bueno Lara, 8, El Ejido, Málaga;1100;1 hab.;44 m²;malaga;centro;el-ejido;Garaje incluido;Planta 2ª interior con ascensor;Alquiler
Piso en El Ejido, Málaga;870;3 hab.;80 m²;malaga;centro;el-ejido;No;Planta 1ª exterior sin ascensor;Alquiler
Piso en calle Miguel Bueno Lara, El Ejido, Málaga;850;1 hab.;50 m²;malaga;centro;el-ejido;No;Planta 3ª interior con ascensor;Alquiler
Piso en calle los Negros, 5, El Ejido, Málaga;880;1 hab.;34 m²;malaga;centro;el-ejido;No;Bajo interior sin ascensor;Alquiler
Estudio en calle Capuchinos, 16, El Ejido, Málaga;1500;no definido;35 m²;malaga;centro;el-ejido;No;Bajo exterior sin ascensor;Alquiler
Piso en El Ejido, Málaga;1500;3 hab.;115 m²;malaga;centro;el-ejido;Garaje opc. 100 €/mes;Planta 3ª exterior con ascensor;Alquiler
Piso en El Ejido, Málaga;1350;3 hab.;85 m²;malaga;centro;el-ejido;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle paco miranda, 13, El Ejido, Málaga;1100;2 hab.;75 m²;malaga;centro;el-ejido;No;Planta 4ª exterior con ascensor;Alquiler
Piso en El Ejido, Málaga;1300;1 hab.;60 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor;Alquiler
Piso en El Ejido, Málaga;850;1 hab.;50 m²;malaga;centro;el-ejido;No;Bajo exterior sin ascensor;Alquiler
Piso en calle los Negros, 5, El Ejido, Málaga;1500;4 hab.;120 m²;malaga;centro;el-ejido;No;Planta 3ª exterior con ascensor;Alquiler
Piso en plaza Lex Flavia Malacitana, 12, El Ejido, Málaga;1300;2 hab.;60 m²;malaga;centro;el-ejido;No;Entreplanta interior con ascensor;Alquiler
Piso en El Ejido, Málaga;950;1 hab.;40 m²;malaga;centro;el-ejido;No;Bajo exterior con ascensor;Alquiler
